date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_223_normalized,smart_223_raw,smart_225_normalized,smart_225_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,_nonnull_cnt,_nonnull_frac,_key,smart_22_normalized,smart_22_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_224_normalized,smart_224_raw,smart_226_normalized,smart_226_raw
2014-02-06,W0Q6JFVK,ST320LT007,320072933376,0,115.0,92651568.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,165420445.0,,,89.0,9974.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30329.0,27.0,27.0,54.0,92651568.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,20323785254604.0,100.0,1362344168.0,100.0,3748958911.0,1.0,14901711.0,1.0,29340205.0,1.0,13625016.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-06.csv,,,,,,,,,,
2014-02-06,W0Q0JVYC,ST320LT007,320072933376,0,108.0,18206912.0,,,98.0,0.0,100.0,21.0,100.0,0.0,68.0,6723783.0,,,100.0,723.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,77.0,23.0,100.0,2.0,100.0,0.0,73.0,55667.0,23.0,23.0,53.0,18206912.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,43739946943065.0,100.0,1832940197.0,100.0,4232449712.0,1.0,240694.0,1.0,460723.0,1.0,201477.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-06.csv,,,,,,,,,,
2014-01-22,W0Q6JFVK,ST320LT007,320072933376,0,119.0,227649760.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,156563283.0,,,90.0,9609.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30073.0,27.0,27.0,54.0,227649760.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,19009525261662.0,100.0,1284155307.0,100.0,3104170839.0,1.0,11777672.0,1.0,23306259.0,1.0,10804931.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-22.csv,,,,,,,,,,
2014-01-21,W0Q6JFVK,ST320LT007,320072933376,0,118.0,185426296.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,155938189.0,,,90.0,9585.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30071.0,27.0,27.0,54.0,185426296.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,240878945838406.0,100.0,1278601853.0,100.0,3015753163.0,1.0,11562554.0,1.0,22886158.0,1.0,10608344.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-21.csv,,,,,,,,,,
2014-02-07,W0Q6JFVK,ST320LT007,320072933376,0,116.0,116822952.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,165976413.0,,,89.0,9999.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30369.0,27.0,27.0,53.0,116822952.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,278429844907748.0,100.0,1367359624.0,100.0,3853980949.0,1.0,15100334.0,1.0,29724024.0,1.0,13804115.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-07.csv,,,,,,,,,,
2014-02-07,W0Q0Z3E0,ST320LT007,320072933376,0,105.0,10156208.0,,,98.0,0.0,100.0,16.0,100.0,0.0,66.0,4319564.0,,,100.0,452.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,83.0,35210.0,28.0,28.0,52.0,10156208.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,245959892140398.0,100.0,3237425485.0,100.0,1423506068.0,1.0,1469532.0,1.0,2766403.0,1.0,1276761.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-07.csv,,,,,,,,,,
2014-02-07,W0Q0JVYC,ST320LT007,320072933376,0,108.0,20875088.0,,,98.0,0.0,100.0,21.0,100.0,0.0,68.0,7001760.0,,,100.0,747.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,75.0,25.0,100.0,2.0,100.0,0.0,72.0,56691.0,25.0,25.0,51.0,20875088.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,108791521608303.0,100.0,1921331360.0,100.0,4232483964.0,1.0,384806.0,1.0,727237.0,1.0,317797.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-07.csv,,,,,,,,,,
2014-02-02,W0Q0JVYC,ST320LT007,320072933376,0,112.0,44649904.0,,,98.0,0.0,100.0,20.0,100.0,0.0,67.0,5667095.0,,,100.0,627.0,100.0,0.0,,,100.0,20.0,,,,,,,100.0,0.0,100.0,0.0,100.0,20.0,100.0,0.0,77.0,23.0,100.0,1.0,100.0,0.0,75.0,50338.0,23.0,23.0,52.0,44649904.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,222320392143361.0,100.0,1567016594.0,100.0,245139502.0,1.0,723190.0,1.0,1343591.0,1.0,586889.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-02.csv,,,,,,,,,,
2014-02-02,W0Q0Z3E0,ST320LT007,320072933376,0,113.0,50857632.0,,,98.0,0.0,100.0,16.0,100.0,0.0,63.0,2263963.0,,,100.0,331.0,100.0,0.0,,,100.0,16.0,,,,,,,100.0,0.0,100.0,0.0,100.0,7.0,100.0,0.0,75.0,25.0,100.0,0.0,100.0,0.0,85.0,31887.0,25.0,25.0,53.0,50857632.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,66005057405177.0,100.0,2118943464.0,100.0,2994788587.0,1.0,591746.0,1.0,1108028.0,1.0,508092.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-02.csv,,,,,,,,,,
2014-02-02,W0Q6JFVK,ST320LT007,320072933376,0,118.0,168997152.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,163104438.0,,,89.0,9876.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30219.0,27.0,27.0,54.0,168997152.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,277124174849642.0,100.0,1342596943.0,100.0,3644694538.0,1.0,14086318.0,1.0,27772655.0,1.0,12891112.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-02.csv,,,,,,,,,,
2014-02-11,W0Q0JVYC,ST320LT007,320072933376,0,109.0,21159896.0,,,98.0,0.0,100.0,21.0,100.0,0.0,69.0,8149297.0,,,100.0,843.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,22.0,100.0,0.0,78.0,22.0,100.0,2.0,100.0,0.0,70.0,60947.0,22.0,22.0,49.0,21159896.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,124244813939402.0,100.0,2589524755.0,100.0,4234834985.0,1.0,981173.0,1.0,1830930.0,1.0,795762.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-11.csv,,,,,,,,,,
2014-02-11,W0Q6JFVK,ST320LT007,320072933376,0,117.0,166800880.0,,,98.0,0.0,100.0,28.0,100.0,0.0,82.0,168261006.0,,,89.0,10096.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30474.0,27.0,27.0,54.0,166800880.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,16359530440517.0,100.0,1386798670.0,100.0,4230622204.0,1.0,15913654.0,1.0,31293583.0,1.0,14538620.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-11.csv,,,,,,,,,,
2014-02-22,W0Q6JBPX,ST320LT007,320072933376,0,119.0,229678408.0,,,98.0,0.0,100.0,37.0,100.0,0.0,80.0,108812453.0,,,94.0,5891.0,100.0,0.0,,,100.0,37.0,,,,,,,100.0,0.0,100.0,0.0,100.0,66.0,100.0,0.0,67.0,33.0,100.0,1.0,100.0,1.0,72.0,56362.0,33.0,33.0,55.0,229678408.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,183721521059465.0,100.0,1087238909.0,100.0,1113193807.0,1.0,2789928.0,1.0,5304432.0,1.0,2514367.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-22.csv,,,,,,,,,,
2014-02-22,W0Q7G3VK,ST320LT007,320072933376,0,106.0,11671056.0,,,98.0,0.0,100.0,21.0,100.0,0.0,81.0,167396446.0,,,90.0,9309.0,100.0,0.0,,,100.0,21.0,,,,,,,100.0,0.0,100.0,0.0,100.0,15.0,100.0,0.0,77.0,23.0,100.0,167.0,100.0,0.0,45.0,111925.0,23.0,23.0,55.0,11671056.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,29351806510047.0,100.0,3413611106.0,100.0,1301263438.0,1.0,11378369.0,1.0,22059528.0,1.0,10310415.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-02-22.csv,,,,,,,,,,
2014-01-18,W0Q6JFVK,ST320LT007,320072933376,0,114.0,77750048.0,,,98.0,0.0,100.0,28.0,100.0,0.0,81.0,154041136.0,,,90.0,9512.0,100.0,0.0,,,100.0,28.0,,,,,,,100.0,0.0,100.0,0.0,100.0,48.0,100.0,0.0,73.0,27.0,100.0,6.0,100.0,0.0,85.0,30043.0,27.0,27.0,54.0,77750048.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,92586610009341.0,100.0,1260750028.0,100.0,2845189946.0,1.0,10893269.0,1.0,21586338.0,1.0,10000711.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-01-18.csv,,,,,,,,,,
2014-04-09,W0Q6JFQ8,ST320LT007,320072933376,0,119.0,209480160.0,,,98.0,0.0,100.0,25.0,100.0,0.0,83.0,215253217.0,,,87.0,12181.0,100.0,0.0,,,100.0,25.0,,,,,,,100.0,0.0,100.0,0.0,100.0,24.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,21.0,158296.0,29.0,29.0,54.0,209480160.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,100.0,274710403231465.0,100.0,3556279721.0,100.0,2185220530.0,1.0,3095786.0,1.0,6074640.0,1.0,2834882.0,100.0,0.0,,,61,0.7093023255813954,data_2014/2014/2014-04-09.csv,,,,,,,,,,
