date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_22_normalized,smart_22_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_235_normalized,smart_235_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_218_normalized,smart_218_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_18_normalized,smart_18_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_169_normalized,smart_169_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_178_normalized,smart_178_raw,smart_180_normalized,smart_180_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_234_normalized,smart_234_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw
2017-07-25,W300E1GT,ST4000DM000,4000787030016,1,116.0,103231736.0,,,91.0,0.0,100.0,27.0,100.0,0.0,83.0,204841125.0,,,60.0,35848.0,100.0,0.0,,,100.0,27.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,74.0,26.0,100.0,0.0,100.0,10.0,76.0,49595.0,26.0,26.0,,,,,100.0,72.0,100.0,72.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,35660.0,100.0,29298090456.0,100.0,178907293133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,Z305D4CF,ST4000DM000,4000787030016,1,111.0,35199000.0,,,97.0,0.0,100.0,3.0,100.0,0.0,87.0,533553947.0,,,86.0,12769.0,100.0,0.0,,,100.0,3.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,70.0,30.0,100.0,0.0,100.0,0.0,96.0,8615.0,30.0,30.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,12689.0,100.0,32341252112.0,100.0,40681919708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,Z3015Y4D,ST4000DM000,4000787030016,1,107.0,14121592.0,,,94.0,0.0,100.0,6.0,100.0,0.0,88.0,689312440.0,,,67.0,29655.0,100.0,0.0,,,100.0,6.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,3.0,53.0,95540.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,29307.0,100.0,26120240748.0,100.0,141118586876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,Z304JW61,ST4000DM000,4000787030016,1,117.0,163354816.0,,,95.0,0.0,100.0,5.0,100.0,8.0,88.0,703360096.0,,,83.0,15752.0,100.0,0.0,,,100.0,5.0,,,,,,,100.0,0.0,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,66.0,34.0,100.0,0.0,100.0,0.0,97.0,6237.0,34.0,34.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,15664.0,100.0,42151524104.0,100.0,29560771686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,S3006YCG,ST4000DM000,4000787030016,1,118.0,169804008.0,,,91.0,0.0,100.0,15.0,100.0,0.0,83.0,227478696.0,,,76.0,21814.0,100.0,0.0,,,100.0,15.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,78.0,22.0,100.0,0.0,100.0,3.0,36.0,128173.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,21282.0,100.0,18887768098.0,100.0,117639718883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,WD-WX11DBBGB093,WDC WD60EFRX,6001175126016,1,200.0,0.0,,,198.0,9058.0,100.0,9.0,200.0,0.0,100.0,0.0,,,80.0,15251.0,100.0,0.0,100.0,0.0,100.0,9.0,,,,,,,,,,,,,,,,,,,,,200.0,0.0,200.0,752.0,129.0,23.0,,,200.0,0.0,200.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,Z302T6D2,ST4000DM000,4000787030016,1,117.0,149455408.0,,,96.0,0.0,100.0,4.0,100.0,0.0,65.0,464217958339.0,,,90.0,8766.0,100.0,0.0,,,100.0,4.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,94.0,12420.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,8518.0,100.0,31473996176.0,100.0,6474290479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,Z3014PF3,ST4000DM000,4000787030016,1,114.0,69559880.0,,,96.0,0.0,100.0,4.0,100.0,0.0,87.0,515932417.0,,,76.0,21850.0,100.0,0.0,,,100.0,3.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,90.0,10.0,76.0,24.0,100.0,0.0,100.0,2.0,100.0,794.0,24.0,24.0,,,,,100.0,56.0,100.0,56.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,21846.0,100.0,24680951164.0,100.0,120971300817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,PL2331LAHAH58J,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,134.0,102.0,100.0,0.0,100.0,3.0,100.0,1.0,100.0,0.0,111.0,43.0,100.0,1326.0,100.0,0.0,,,100.0,3.0,,,,,,,,,,,,,,,,,,,,,100.0,16.0,100.0,16.0,200.0,30.0,,,100.0,1.0,100.0,8.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,Z1Z03JJ7,ST4000DX000,4000787030016,1,108.0,15526264.0,,,91.0,0.0,100.0,40.0,100.0,0.0,28.0,30172150001459.0,,,66.0,30426.0,100.0,0.0,,,100.0,41.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,12.0,100.0,41.0,28.0,28.0,39.0,15526264.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,64299955418844.0,100.0,29261815718.0,100.0,243925383411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,S300Z6AT,ST4000DM000,4000787030016,1,113.0,54137536.0,,,94.0,0.0,100.0,6.0,100.0,0.0,85.0,348249192.0,,,90.0,9297.0,100.0,0.0,,,100.0,6.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,76.0,49275.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,8926.0,100.0,30430621336.0,100.0,5822623941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14,W300B2GY,ST4000DM000,4000787030016,1,114.0,59265528.0,,,91.0,0.0,100.0,12.0,100.0,0.0,83.0,212413509.0,,,60.0,35810.0,100.0,0.0,,,100.0,11.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,8.0,79.0,21.0,100.0,0.0,100.0,3.0,92.0,16929.0,21.0,21.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,35731.0,100.0,31891981778.0,100.0,153013713491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14,Z305D68J,ST4000DM000,4000787030016,1,120.0,237714656.0,,,96.0,0.0,100.0,4.0,100.0,8.0,87.0,572430349.0,,,85.0,13244.0,100.0,0.0,,,100.0,4.0,,,,,,,98.0,2.0,100.0,0.0,69.0,31.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,100.0,0.0,96.0,9719.0,27.0,27.0,,,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,13160.0,100.0,32467827856.0,100.0,53878999157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14,PL1331LAHBZVHH,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,134.0,102.0,100.0,430.0,100.0,5.0,100.0,0.0,100.0,0.0,113.0,42.0,99.0,10222.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,,,,,,,,,100.0,5.0,100.0,5.0,253.0,23.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-14,S301121G,ST4000DM000,4000787030016,1,119.0,225299944.0,,,95.0,0.0,100.0,5.0,100.0,0.0,89.0,859266140.0,,,77.0,20376.0,100.0,0.0,,,100.0,5.0,,,,,,,98.0,2.0,100.0,0.0,29.0,71.0,100.0,0.0,100.0,0.0,83.0,17.0,100.0,0.0,100.0,0.0,84.0,32927.0,17.0,17.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,20213.0,100.0,49161747696.0,100.0,38002445696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z3053WBJ,ST4000DM000,4000787030016,1,114.0,65364528.0,,,92.0,0.0,100.0,8.0,100.0,24.0,87.0,572787146.0,,,86.0,12672.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,90.0,10.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,96.0,8654.0,28.0,28.0,,,,,100.0,16.0,100.0,16.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,12592.0,100.0,32074037800.0,100.0,50202811928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z304HWZV,ST4000DM000,4000787030016,1,105.0,177296948.0,,,97.0,0.0,100.0,3.0,100.0,0.0,86.0,461873555.0,,,84.0,14177.0,100.0,0.0,,,100.0,3.0,,,,,,,98.0,2.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,33.0,135516.0,23.0,23.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,13531.0,100.0,24257266888.0,100.0,34632795805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z305F0YJ,ST4000DM000,4000787030016,1,117.0,146916000.0,,,92.0,0.0,100.0,8.0,100.0,0.0,88.0,672529150.0,,,86.0,12481.0,100.0,0.0,,,100.0,8.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,71.0,29.0,100.0,0.0,100.0,0.0,99.0,3275.0,29.0,29.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,12461.0,100.0,36223525120.0,100.0,59370033745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,W300BY78,ST4000DM000,4000787030016,1,111.0,35082360.0,,,91.0,0.0,100.0,17.0,100.0,0.0,84.0,250512221.0,,,60.0,35764.0,100.0,0.0,,,100.0,17.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,76.0,24.0,100.0,0.0,100.0,8.0,86.0,29154.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,35657.0,100.0,29454095140.0,100.0,184131976377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z3025LJG,ST4000DM000,4000787030016,1,119.0,214056408.0,,,92.0,0.0,100.0,11.0,100.0,0.0,80.0,100915928.0,,,73.0,23687.0,100.0,0.0,,,100.0,11.0,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,97.0,3.0,75.0,25.0,100.0,0.0,100.0,1.0,77.0,47682.0,25.0,25.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,23492.0,100.0,24408613526.0,100.0,177104904365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z304HV0F,ST4000DM000,4000787030016,1,119.0,219596368.0,,,94.0,0.0,100.0,6.0,97.0,3344.0,82.0,13506985171.0,,,84.0,14669.0,100.0,0.0,,,100.0,6.0,,,,,,,100.0,0.0,100.0,0.0,99.0,1.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,98.0,5366.0,22.0,22.0,,,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,14622.0,100.0,38772003200.0,100.0,36937379603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,Z300ZQZB,ST4000DM000,4000787030016,1,119.0,233596832.0,,,91.0,0.0,100.0,9.0,100.0,0.0,89.0,838591805.0,,,66.0,30290.0,100.0,0.0,,,100.0,9.0,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,0.0,90.0,10.0,79.0,21.0,100.0,0.0,100.0,2.0,94.0,13348.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,100.0,30239.0,100.0,27053166756.0,100.0,150251257921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
