date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,_nonnull_cnt,_nonnull_frac,_key,vault_id,pod_id,is_legacy_format,smart_71_normalized,smart_71_raw,smart_90_normalized,smart_90_raw,datacenter,cluster_id,pod_slot_num,smart_27_normalized,smart_27_raw,smart_82_normalized,smart_82_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2023-04-07,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1214800033.0,,,,,,,59.0,0.0,,,,,100.0,1199.0,,,,,100.0,2.0,119.0,35574538401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,4.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,44.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,33015.0,100.0,0.0,100.0,33015.0,,,100.0,33015.0,100.0,18536.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-07.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-12,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1348487151.0,,,,,,,59.0,0.0,,,,,100.0,1317.0,,,,,100.0,2.0,119.0,35708225519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,4.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,35615.0,100.0,0.0,100.0,35615.0,,,100.0,35615.0,100.0,20576.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-12.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-07,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,2024311633.0,,,,,,,59.0,0.0,,,,,100.0,1921.0,,,,,100.0,2.0,120.0,36384050001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,9.0,100.0,2.0,100.0,7.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,44.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,52659.0,100.0,0.0,100.0,52659.0,,,100.0,52659.0,100.0,30888.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-07.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-11,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,2141231297.0,,,,,,,59.0,0.0,,,,,100.0,2019.0,,,,,100.0,2.0,120.0,36500969665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,9.0,100.0,2.0,100.0,7.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,54955.0,100.0,0.0,100.0,54955.0,,,100.0,54955.0,100.0,32672.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-11.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-02,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1892273239.0,,,,,,,59.0,0.0,,,,,100.0,1796.0,,,,,100.0,2.0,120.0,36252011607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,9.0,100.0,2.0,100.0,6.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,44.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49983.0,100.0,0.0,100.0,49983.0,,,100.0,49983.0,100.0,28873.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-02.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-25,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,2557999393.0,,,,,,,59.0,0.0,,,,,100.0,2352.0,,,,,100.0,2.0,130.0,41212705057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,12.0,100.0,2.0,100.0,9.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,71443.0,100.0,0.0,100.0,71443.0,,,100.0,71443.0,100.0,39031.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-25.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-27,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,2610341177.0,,,,,,,59.0,0.0,,,,,100.0,2400.0,,,,,100.0,2.0,130.0,41265046841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,12.0,100.0,2.0,100.0,9.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,72453.0,100.0,0.0,100.0,72453.0,,,100.0,72453.0,100.0,39830.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-27.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-01,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1015672543.0,,,,,,,59.0,0.0,,,,,100.0,1053.0,,,,,100.0,2.0,118.0,35375410911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,6.0,100.0,2.0,100.0,4.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12732139782.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29779.0,100.0,0.0,100.0,29779.0,,,100.0,29779.0,100.0,15497.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-01.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-29,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1802006457.0,,,,,,,59.0,0.0,,,,,100.0,1727.0,,,,,100.0,2.0,120.0,36161744825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,2.0,100.0,6.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,44935.0,100.0,0.0,100.0,44935.0,,,100.0,44935.0,100.0,27496.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-29.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-03,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1927068249.0,,,,,,,59.0,0.0,,,,,100.0,1824.0,,,,,100.0,2.0,120.0,36286806617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,9.0,100.0,2.0,100.0,6.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50784.0,100.0,0.0,100.0,50784.0,,,100.0,50784.0,100.0,29404.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-03.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-23,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1637680281.0,,,,,,,59.0,0.0,,,,,100.0,1581.0,,,,,100.0,2.0,120.0,35997418649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,5.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,41530.0,100.0,0.0,100.0,41530.0,,,100.0,41530.0,100.0,24989.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-23.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-05-12,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,2163224703.0,,,,,,,59.0,0.0,,,,,100.0,2040.0,,,,,100.0,2.0,120.0,36522963071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,9.0,100.0,2.0,100.0,7.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,44.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,55390.0,100.0,0.0,100.0,55390.0,,,100.0,55390.0,100.0,33008.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-05-12.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
2023-04-18,BTYK22150MGR240A,SSDSCKKB240GZR,240057409536,0,130.0,1509511809.0,,,,,,,59.0,0.0,,,,,100.0,1463.0,,,,,100.0,2.0,120.0,35869250177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.0,100.0,2.0,100.0,5.0,,,,,,,100.0,0.0,100.0,1829.0,100.0,0.0,100.0,0.0,,,100.0,0.0,,,,,,,,,,,,,,,100.0,43.0,100.0,0.0,,,100.0,0.0,100.0,0.0,100.0,0.0,,,100.0,12884838662.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38772.0,100.0,0.0,100.0,38772.0,,,100.0,38772.0,100.0,23033.0,,,100.0,100.0,,,,,,,,,,,,,,,,,66,0.35294117647058826,data_Q2_2023/2023-04-18.csv,1154.0,14.0,False,,,,,,,,,,,,,,,
