date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2023-01-19,ZLW0GJZD,ST12000NM001G,12000138625024,1,68.0,5773408.0,,,93.0,0.0,100.0,6.0,100.0,0.0,82.0,147872180.0,,,78.0,19468.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,32.0,100.0,0.0,,,79.0,21.0,,,100.0,3.0,100.0,1395.0,21.0,21.0,,,,,100.0,64.0,100.0,64.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19245.0,100.0,60997462536.0,100.0,265183543469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZJV4YNET,ST12000NM0007,12000138625024,1,79.0,88971882.0,,,90.0,0.0,100.0,57.0,100.0,0.0,85.0,322449804.0,,,67.0,29234.0,100.0,0.0,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,0.0,,,71.0,29.0,,,100.0,425.0,99.0,2088.0,29.0,29.0,79.0,88971882.0,,,100.0,176.0,100.0,176.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28921.0,100.0,96181527176.0,100.0,389503631832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZHZ4C2TE,ST12000NM0008,12000138625024,1,55.0,219700365.0,,,91.0,0.0,100.0,9.0,100.0,0.0,89.0,888780122.0,,,68.0,28348.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,89.0,100.0,327685.0,,,82.0,18.0,,,100.0,260.0,100.0,1375.0,18.0,18.0,1.0,219700365.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,27890.0,100.0,97788885544.0,100.0,331874807887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZHZ3N9YA,ST12000NM0008,12000138625024,1,81.0,127842000.0,,,95.0,0.0,100.0,4.0,100.0,0.0,89.0,743595031.0,,,68.0,28371.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,136.0,100.0,8592621609.0,,,76.0,24.0,,,100.0,291.0,100.0,1855.0,24.0,24.0,1.0,127842000.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28071.0,100.0,98447547864.0,100.0,359689381456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZLW0H3RF,ST12000NM001G,12000138625024,1,81.0,138711176.0,,,97.0,0.0,100.0,3.0,100.0,0.0,87.0,467256519.0,,,74.0,23450.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,65.0,35.0,,,100.0,1.0,100.0,1142.0,35.0,35.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23283.0,100.0,91574570456.0,100.0,290889078140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZHZ3AK7B,ST14000NM0138,14000519643136,1,62.0,139009872.0,,,91.0,0.0,100.0,31.0,1.0,0.0,72.0,189657648636.0,,,79.0,19036.0,100.0,0.0,,,100.0,25.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,110.0,56.0,4295032876.0,,,75.0,25.0,,,100.0,56.0,98.0,5671.0,25.0,25.0,1.0,139009872.0,,,1.0,393216.0,1.0,393216.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17498.0,100.0,81087776869.0,100.0,268906586956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-19,ZHZ47DRM,ST14000NM0138,14000519643136,1,76.0,129024024.0,,,90.0,0.0,100.0,58.0,100.0,0.0,81.0,134935200.0,,,79.0,18999.0,100.0,0.0,,,100.0,54.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,93.0,7.0,,,72.0,28.0,,,100.0,90.0,99.0,2580.0,28.0,28.0,1.0,129024024.0,,,100.0,184.0,100.0,184.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,17380.0,100.0,92973820125.0,100.0,244558893910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,S301NMPV,ST4000DM000,4000787030016,1,119.0,221606696.0,,,91.0,0.0,100.0,16.0,100.0,0.0,89.0,918856151.0,,,29.0,62876.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,1.0,93.0,14348.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,62728.0,100.0,69074187680.0,100.0,709157489887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZA16DQ86,ST8000NM0055,8001563222016,1,51.0,98495824.0,,,89.0,0.0,100.0,31.0,81.0,9784.0,90.0,1118922052.0,,,42.0,51097.0,100.0,0.0,,,100.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,237.0,100.0,4295032833.0,100.0,0.0,63.0,37.0,92.0,17518.0,100.0,155.0,85.0,31173.0,37.0,37.0,80.0,98495824.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50715.0,100.0,93401041768.0,100.0,438509377446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZA16DS6E,ST8000NM0055,8001563222016,1,46.0,121773034.0,,,89.0,0.0,100.0,18.0,65.0,8424.0,90.0,1098624884.0,,,42.0,51092.0,100.0,0.0,,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,252.0,100.0,0.0,100.0,0.0,62.0,38.0,97.0,6538.0,100.0,27.0,74.0,53373.0,38.0,38.0,81.0,121773034.0,,,100.0,112.0,100.0,112.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50993.0,100.0,94401432920.0,100.0,458711446380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZA171TYJ,ST8000NM0055,8001563222016,1,47.0,58661645.0,,,89.0,0.0,100.0,30.0,79.0,19608.0,93.0,2154681928.0,,,44.0,49867.0,100.0,0.0,,,100.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,223.0,100.0,0.0,100.0,0.0,60.0,40.0,81.0,39680.0,100.0,20.0,65.0,71549.0,40.0,40.0,78.0,58661645.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49509.0,100.0,92406961288.0,100.0,369763127876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZA180R22,ST8000NM0055,8001563222016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZHZ56J82,ST12000NM0008,12000138625024,1,82.0,155602040.0,,,91.0,0.0,100.0,11.0,100.0,528.0,85.0,289238414.0,,,72.0,25087.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,111.0,100.0,0.0,,,73.0,27.0,,,100.0,2.0,99.0,2388.0,27.0,27.0,1.0,155602040.0,,,99.0,664.0,99.0,664.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,24669.0,100.0,89647731784.0,100.0,675646022706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07,ZA18CCW7,ST8000NM0055,8001563222016,1,61.0,82476032.0,,,89.0,0.0,100.0,12.0,100.0,41.0,92.0,1653863569.0,,,47.0,46853.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,29.0,71.0,100.0,0.0,100.0,0.0,69.0,31.0,72.0,56146.0,100.0,13.0,65.0,71138.0,31.0,31.0,79.0,82476032.0,,,100.0,32.0,100.0,32.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,46785.0,100.0,86528889424.0,100.0,379265699222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
