date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,vault_id,pod_id,is_legacy_format,smart_71_normalized,smart_71_raw,smart_90_normalized,smart_90_raw,datacenter,cluster_id,pod_slot_num,smart_27_normalized,smart_27_raw,smart_82_normalized,smart_82_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2022-05-16,88Q0A0M7F97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,2597.0,100.0,17.0,100.0,4.0,100.0,0.0,100.0,0.0,21.0,31701.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,7.0,100.0,75.0,100.0,25.0,,,100.0,3.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,51511297.0,22.0,31490.0,100.0,0.0,100.0,0.0,,,100.0,535.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZHZ45YRX,ST14000NM0138,14000519643136,1,64.0,206384860.0,,,91.0,0.0,100.0,29.0,100.0,232.0,89.0,866030740.0,,,85.0,13186.0,100.0,0.0,,,100.0,23.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,23.0,100.0,12885164141.0,,,74.0,26.0,,,100.0,48.0,98.0,4320.0,26.0,26.0,1.0,206384860.0,,,1.0,92664.0,1.0,92664.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,11873.0,100.0,75111451835.0,100.0,212449950585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,7180A0KEFVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,90.0,0.0,100.0,8169.0,100.0,18.0,100.0,0.0,100.0,0.0,100.0,0.0,86.0,5623.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,17.0,100.0,831.0,100.0,42.0,,,100.0,0.0,100.0,849.0,1.0,849.0,200.0,0.0,,,,,,,,,,,,,100.0,151781381.0,88.0,4915.0,100.0,0.0,100.0,0.0,,,100.0,531.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,71A0A2KTFVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,90.0,0.0,100.0,8269.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,87.0,5517.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4.0,100.0,11.0,100.0,923.0,100.0,28.0,,,100.0,0.0,100.0,433.0,1.0,433.0,200.0,0.0,,,,,,,,,,,,,100.0,18087946.0,88.0,4827.0,100.0,0.0,100.0,0.0,,,100.0,534.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZA182L0T,ST8000NM0055,8001563222016,1,74.0,28169968.0,,,89.0,0.0,100.0,10.0,100.0,16.0,93.0,1937476701.0,,,52.0,42480.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,65.0,35.0,97.0,6831.0,100.0,18.0,71.0,58518.0,35.0,35.0,74.0,28169968.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,42432.0,100.0,81528047816.0,100.0,364853879551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZHZ3C509,ST14000NM0138,14000519643136,1,71.0,195078665.0,,,89.0,0.0,100.0,35.0,100.0,16.0,89.0,888417165.0,,,85.0,13176.0,100.0,0.0,,,100.0,25.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,12.0,100.0,21475426534.0,,,79.0,21.0,,,100.0,49.0,98.0,4273.0,21.0,21.0,1.0,195078665.0,,,1.0,221520.0,1.0,221520.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,11489.0,100.0,75575223283.0,100.0,165832106184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZL23XGBE,ST16000NM001G,16000900661248,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZHZ50R7Q,ST12000NM0008,12000138625024,1,71.0,237016280.0,,,92.0,0.0,100.0,7.0,100.0,168.0,87.0,498443819.0,,,77.0,20741.0,100.0,0.0,,,100.0,7.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,33.0,100.0,0.0,,,61.0,39.0,,,100.0,3.0,96.0,9646.0,39.0,39.0,2.0,237016280.0,,,100.0,24.0,100.0,24.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19105.0,100.0,79852077600.0,100.0,236303363224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZA154ZGX,ST8000NM0055,8001563222016,1,58.0,236330412.0,,,86.0,0.0,100.0,11.0,100.0,2889.0,94.0,2378931670.0,,,51.0,43075.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,170.0,100.0,0.0,100.0,0.0,66.0,34.0,94.0,12943.0,100.0,2.0,72.0,56126.0,34.0,34.0,21.0,236330412.0,,,100.0,144.0,100.0,144.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,43009.0,100.0,83189164776.0,100.0,373194108457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,X880A0M8F97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8047.0,100.0,7.0,100.0,1.0,100.0,0.0,100.0,0.0,45.0,22144.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,3.0,100.0,79.0,100.0,28.0,,,100.0,1.0,100.0,1.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,18612225.0,46.0,21999.0,100.0,0.0,100.0,0.0,,,100.0,587.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,5PHHGH4F,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,132.0,96.0,253.0,55.0,100.0,33.0,100.0,0.0,100.0,0.0,140.0,15.0,99.0,8399.0,100.0,0.0,,,100.0,33.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,497.0,100.0,497.0,200.0,30.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,2AGGHN9Y,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,7.0,100.0,0.0,100.0,0.0,97.0,26356.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,977.0,100.0,977.0,253.0,23.0,,,100.0,7.0,100.0,1626.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,7190A5RPFVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,100.0,0.0,100.0,8107.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,87.0,5504.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,11.0,100.0,872.0,100.0,34.0,,,100.0,0.0,100.0,766.0,1.0,762.0,200.0,0.0,,,,,,,,,,,,,100.0,18350085.0,88.0,4862.0,100.0,0.0,100.0,0.0,,,100.0,525.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,ZLW18Q70,ST14000NM001G,14000519643136,1,83.0,218391136.0,,,95.0,0.0,100.0,4.0,100.0,24.0,89.0,855500518.0,,,83.0,14934.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,64.0,36.0,,,100.0,1.0,100.0,1873.0,36.0,36.0,,,,,100.0,0.0,100.0,0.0,200.0,4.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,14410.0,100.0,85427002792.0,100.0,336422935544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,Z304JD1L,ST4000DM000,4000787030016,1,111.0,33020528.0,,,92.0,0.0,100.0,18.0,100.0,0.0,87.0,542909675.0,,,35.0,57354.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,2.0,96.0,9093.0,21.0,21.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57288.0,100.0,70656987984.0,100.0,378563235825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,7180A0DLFVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,100.0,0.0,100.0,7979.0,100.0,12.0,100.0,0.0,100.0,0.0,100.0,0.0,87.0,5518.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,11.0,100.0,921.0,100.0,34.0,,,100.0,0.0,100.0,473.0,1.0,473.0,200.0,0.0,,,,,,,,,,,,,100.0,269746181.0,88.0,4855.0,100.0,0.0,100.0,0.0,,,100.0,528.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,51R0A3WTFVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,100.0,0.0,100.0,8137.0,100.0,34.0,100.0,0.0,100.0,0.0,100.0,0.0,84.0,6501.0,100.0,0.0,,,100.0,34.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,33.0,100.0,107.0,100.0,29.0,,,100.0,0.0,100.0,280.0,1.0,280.0,200.0,0.0,,,,,,,,,,,,,100.0,186253315.0,86.0,5810.0,100.0,0.0,100.0,0.0,,,100.0,531.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,Z040A00FF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,8039.0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,74.0,10631.0,100.0,0.0,,,100.0,2.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,100.0,0.0,100.0,100.0,100.0,32.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,252837889.0,75.0,10321.0,100.0,0.0,100.0,0.0,,,100.0,589.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
